video_id,date,count
18,43103,76
31,43039,79
99,43090,64
45,43067,117
12,43052,84
33,43128,67
1,43006,97
52,43049,98
46,43012,71
14,43105,53
32,43078,20
85,43109,81
61,43075,82
89,43053,124
21,43053,87
42,43006,72
95,43061,105
63,43039,101
67,43043,58
28,43017,80
62,43099,133
76,43085,24
24,43143,63
92,43058,50
78,43065,100
10,43127,70
26,43127,60
98,43041,45
89,43078,81
12,43065,102
76,43053,49
44,43112,95
88,43071,111
66,43031,89
96,43098,61
62,43120,103
18,43054,130
49,43081,72
99,43130,80
72,43005,76
64,43072,44
99,43100,73
72,43020,75
20,43105,71
20,43126,45
68,43093,49
67,43051,44
94,43009,99
35,43141,54
73,43046,61
37,43075,35
36,43071,80
64,43100,30
27,43112,24
80,43043,67
53,43000,87
34,43099,149
37,42993,57
14,43101,66
37,43107,22
49,43128,52
83,43036,101
31,43054,58
22,43041,92
61,43109,58
66,43010,94
59,43085,88
47,43035,43
75,43092,90
14,43122,45
38,43067,45
68,43061,37
63,43028,95
46,43079,85
38,43007,65
18,43085,121
61,43092,88
83,43015,64
40,43124,44
10,43149,61
40,43087,53
91,43122,81
83,43050,72
58,43127,44
55,43094,52
54,43098,82
44,43097,74
28,43021,76
43,43062,74
27,43012,42
41,43078,47
77,43057,69
26,43094,65
47,43047,52
75,43087,81
71,43115,21
95,43090,62
49,43032,75
91,43046,75
71,43092,49
71,43059,54
21,43016,94
80,43092,62
90,43085,90
85,43076,89
55,43032,87
80,43070,48
99,43122,44
38,43111,29
63,43051,65
35,43022,81
67,43115,16
65,43108,30
45,43040,140
86,43060,102
65,43023,49
58,43076,48
73,43099,46
82,43116,97
2,43064,41
51,43031,126
54,43063,154
81,43090,52
39,43049,53
64,43061,50
89,43010,86
9,43002,142
79,43047,41
19,43076,79
23,43037,88
92,43039,85
92,43062,56
36,43150,42
41,43094,83
47,43100,38
83,42996,114
6,43082,21
8,43039,111
20,43083,86
28,43059,47
29,43102,59
100,43070,68
13,43052,108
23,43042,91
76,43065,38
59,43132,92
94,43002,72
44,43013,99
46,43008,129
4,43062,182
6,43095,18
13,43028,94
13,43031,97
23,43141,38
12,43071,82
6,43102,22
47,43082,23
75,43072,56
20,43027,84
14,43120,41
50,43119,90
95,43015,150
24,43037,82
90,43034,117
16,43079,75
48,43084,59
55,43131,40
41,43090,59
76,43090,25
72,43010,85
36,43148,79
29,43089,41
86,43056,77
92,43101,46
6,43025,64
44,43051,90
49,43136,34
59,43068,92
3,43027,40
53,43078,60
74,43079,138
29,43101,31
4,43050,87
100,43071,107
28,43055,63
90,43012,102
46,43104,82
100,43108,71
44,43048,154
50,43013,81
46,43033,76
8,43079,81
72,43017,58
49,43118,58
36,43135,87
41,43068,53
95,43094,108
51,43091,145
5,43080,101
72,43056,49
35,43029,89
4,43133,116
64,43038,40
63,43088,59
57,43099,142
28,43015,57
39,43075,79
55,43118,36
18,43093,82
77,43023,51
3,43031,41
24,43126,103
1,43089,86
10,43132,68
54,43035,163
73,43088,39
34,43056,142
90,43069,67
35,43137,56
3,43037,37
54,43018,164
64,43077,35
66,43097,75
71,43093,31
80,43077,79
40,43052,58
64,43046,53
99,43127,57
45,43004,158
70,43038,73
49,43072,64
3,43133,8
64,43044,42
24,43105,68
20,43074,70
27,43034,40
43,43061,106
16,43091,75
14,43082,72
65,43031,37
34,43084,72
17,43108,86
77,42998,100
21,43038,72
14,43065,92
48,43062,83
74,43108,111
82,43109,129
32,43059,28
67,43031,54
33,43056,80
6,43043,41
17,43100,102
62,43122,80
66,43047,61
43,43053,71
2,43016,89
58,43063,93
20,43041,116
53,43080,82
69,43093,116
5,43087,111
78,43087,55
92,43043,75
8,43049,85
44,43071,116
15,43111,111
27,43113,18
89,43062,104
21,43052,95
47,43049,44
11,43113,42
14,43039,94
10,43046,71
21,43044,128
23,43045,112
74,43134,122
47,43142,14
20,43026,122
98,43095,58
21,43085,71
52,43126,140
65,43076,48
1,43002,113
27,43057,30
89,43102,98
48,43016,108
48,43117,35
3,43074,27
91,43113,108
94,43054,65
34,43115,104
77,43021,70
37,43062,42
61,43106,77
21,43021,139
28,43095,51
71,43065,37
16,43068,54
23,43149,35
45,43090,102
94,43037,101
55,43069,65
55,43068,81
18,43080,65
83,43020,121
62,43142,60
38,43025,52
71,43053,56
89,43024,156
43,43098,85
59,43027,89
13,43053,109
65,43060,32
91,43103,62
43,43049,93
93,43064,136
41,43064,70
14,43061,93
24,43058,117
69,43057,93
48,43013,65
69,42993,111
68,43064,47
54,43025,134
2,43111,41
18,43106,66
97,43036,100
100,43081,89
35,43058,112
82,43042,140
44,43101,133
68,43068,35
21,43056,127
71,43052,35
95,43108,97
9,43115,92
27,43059,49
29,43103,54
34,43108,89
38,43056,62
92,43097,59
23,43107,52
19,43068,67
74,43105,140
72,43078,43
55,43076,58
6,43105,13
100,43067,84
93,43108,93
23,43090,89
57,43064,148
24,43123,67
8,43023,132
1,43099,65
57,43004,141
43,43046,77
22,43050,88
47,43065,38
12,43027,61
31,43115,48
12,43002,76
91,43051,137
17,43088,94
33,43032,72
69,43015,140
32,43037,33
55,43071,56
34,43089,94
17,43052,115
81,43025,101
93,43075,138
71,43019,54
1,43084,120
47,43078,40
41,43132,41
53,43023,84
98,43147,20
8,43030,118
87,43037,83
17,43033,134
90,43112,43
14,43021,101
47,43131,21
88,43024,112
86,43113,69
57,43053,97
21,43073,105
57,43115,74
42,43041,68
70,43042,126
97,43016,89
71,43112,28
27,43087,36
44,43024,147
67,43133,9
27,43128,8
8,43069,123
21,43106,88
97,43049,87
27,43026,66
82,43098,149
47,43121,27
15,43083,70
24,43077,126
79,43039,50
7,43099,88
10,43107,46
79,43111,16
79,43026,48
63,43127,44
49,43097,44
28,43045,47
5,43095,102
93,43010,100
12,43033,78
77,42996,74
39,43020,90
94,43008,89
66,43081,56
69,43058,70
50,43091,64
80,43029,59
20,43102,87
71,43096,22
98,43093,46
98,43120,43
89,43006,129
3,43047,52
18,43029,138
19,43087,73
6,43028,37
32,43047,30
1,43024,100
22,43058,100
38,43100,51
29,43128,40
71,43011,44
98,43072,42
35,43047,95
36,43064,139
11,43126,38
23,43040,63
94,43018,96
85,43043,68
83,43038,67
77,43100,51
58,43109,49
39,43099,52
81,42993,103
12,43051,67
18,43017,130
39,43115,41
11,43103,61
57,43019,155
2,43045,53
46,43075,68
62,43054,137
87,43045,58
12,43107,47
40,43064,72
37,43053,62
6,43020,54
19,43092,78
39,43134,42
68,43041,42
15,43145,75
89,43113,96
35,43105,60
26,43047,68
87,43056,92
16,43021,86
32,43043,47
96,43056,90
43,43013,121
94,43062,65
59,43114,66
99,43092,74
25,43081,32
37,43079,40
22,43045,77
14,43096,61
43,43060,85
93,43063,142
82,43023,125
82,43074,85
79,43074,27
35,43064,107
36,43102,118
89,43056,81
10,43102,87
87,43071,59
97,42992,86
26,43098,66
19,43128,63
1,43065,72
58,43051,81
33,43034,105
79,43056,50
88,43096,57
98,43114,50
88,43093,117
35,43123,56
98,43087,47
4,43032,161
67,43058,43
54,43040,109
10,43105,67
12,43087,63
14,43067,77
39,43136,46
37,43081,31
41,43101,77
36,43098,130
45,43116,95
44,43014,91
56,43075,55
58,43018,105
10,43075,65
74,43054,118
89,43083,93
18,43090,106
17,43061,65
19,43023,113
81,43001,110
92,43083,60
76,43120,18
53,43026,98
50,43009,103
72,43023,78
63,43079,57
42,43106,36
54,43023,164
11,43101,48
25,43025,49
58,43028,82
64,43043,52
43,43108,71
57,43057,97
33,43048,63
88,43011,88
95,43081,124
8,43060,95
7,43116,104
12,43005,106
79,43087,31
1,43070,85
40,43147,18
53,43004,132
57,43084,134
58,43128,46
3,43036,49
78,43052,67
61,43084,100
54,43117,68
89,43035,107
57,43120,100
50,43010,98
38,43088,58
69,43078,63
55,43103,40
93,43071,81
73,43093,67
21,43050,129
52,43083,135
18,43078,94
14,43114,37
7,43058,91
64,43112,20
59,43045,84
82,43008,181
35,43048,105
82,43126,112
57,43006,182
34,43122,101
19,43085,58
26,43104,91
19,43081,76
67,43125,12
93,43036,86
36,43129,77
71,43038,41
92,43080,58
11,43077,62
51,43094,148
44,43081,138
77,43039,55
16,43057,54
77,43089,32
81,43097,51
26,43130,64
100,43126,57
83,43098,68
24,43027,97
21,43063,77
27,43036,41
41,43148,56
51,43100,84
91,43019,154
86,43122,77
40,43081,61
31,43086,49
48,43077,71
91,43044,134
6,43031,57
61,43127,61
75,43039,77
48,43025,70
62,43064,93
31,43070,44
99,43067,103
55,43108,34
39,43037,61
7,43089,136
34,43101,136
64,43098,34
33,43125,77
42,43056,36
89,43042,128
53,43011,94
20,43124,56
55,43074,67
41,43116,60
99,43039,83
60,43046,48
83,43063,100
15,43126,96
86,43034,90
86,43073,67
52,43091,100
73,42990,76
99,43128,55
12,43019,94
85,43148,41
61,43103,88
7,43110,134
70,43066,103
86,43018,154
58,43012,85
93,43105,123
37,43002,88
71,43022,53
6,43108,15
7,43108,93
97,43037,66
1,43063,164
16,43059,69
46,43050,104
71,43104,33
86,43027,108
71,43036,71
31,43101,56
54,43084,118
62,43141,89
92,43117,39
30,43100,40
38,43054,74
1,43050,92
37,43052,64
49,43054,85
39,43084,74
52,43099,100
87,43078,99
22,43084,99
8,43099,103
29,43085,34
57,43102,136
56,43011,68
13,43055,127
83,43056,59
99,43040,68
23,43059,70
87,43066,67
97,43067,66
40,43077,69
55,43087,67
32,43077,19
89,43104,110
16,43007,117
31,43026,60
4,43038,110
50,43062,144
95,43016,127
58,43039,77
27,43015,50
92,43128,26
66,43019,96
83,43080,69
12,43015,83
8,43077,119
10,43085,75
72,43052,45
13,43082,99
31,43042,88
49,43035,98
42,43088,39
26,43105,61
91,43090,97
53,43100,62
71,42996,63
45,43016,132
25,43086,42
71,43017,64
66,43040,108
22,43069,99
100,43096,82
57,43054,96
71,43018,51
90,43084,76
61,43054,100
8,43094,61
77,43036,61
83,43057,75
82,43029,135
42,43023,42
76,43135,12
41,43080,69
63,43046,55
47,43104,27
66,43113,61
77,43084,53
10,43090,95
90,43013,75
85,43041,71
97,43085,56
8,43098,116
6,43055,48
23,43091,82
24,43078,128
55,43106,41
47,43070,52
62,43045,81
25,43119,25
7,43111,67
37,43055,60
24,43034,82
72,43074,30
54,43058,116
95,43059,110
46,43105,55
75,43107,78
40,43126,39
26,43146,69
63,43089,59
42,43055,34
95,43131,79
49,43122,58
31,43044,45
89,43085,125
96,43032,79
17,43004,135
87,43115,47
2,43085,50
79,43017,62
67,43107,22
36,43149,84
34,43123,89
84,43074,85
49,43073,60
19,43091,90
49,43087,65
21,43097,106
72,43021,41
45,43047,88
74,43037,149
50,43093,100
40,43137,22
2,43092,58
15,43071,116
55,43132,48
86,43055,69
56,43107,37
47,43115,17
4,43061,166
100,43149,48
9,43035,108
91,43078,73
33,43113,77
20,43060,98
83,42998,87
30,43103,31
54,43030,113
75,43088,70
27,43078,31
63,43036,73
60,43076,68
51,43032,88
9,43029,75
14,43109,40
1,43101,70
87,43137,37
24,43099,72
52,43078,98
70,43017,116
16,43072,55
95,43069,113
98,43112,42
66,43095,43
72,43119,29
41,43095,74
79,43006,56
74,43094,82
23,43072,63
87,43064,97
23,43122,64
47,43048,35
85,43069,94
50,43112,75
69,43100,83
62,43128,77
1,43018,135
91,43041,90
39,43118,59
58,43070,48
89,43094,82
79,43046,58
93,43054,107
14,43042,108
86,43096,62
38,43002,67
93,43027,153
57,43118,110
20,43073,91
83,43024,84
86,43097,61
67,43089,29
90,43053,85
67,43062,54
39,43029,103
97,43008,114
57,43112,113
78,43069,70
76,43123,18
74,43043,94
29,43029,66
77,43011,79
73,42985,61
87,43047,80
84,43107,136
37,43103,24
56,43083,41
39,43055,69
45,43063,107
46,43025,120
39,43085,67
67,43120,13
5,43107,95
86,43059,119
87,43069,80
53,43112,58
62,43062,106
100,43055,134
69,43062,102
13,43066,93
11,43050,77
31,43024,85
22,43122,74
72,43055,37
5,43060,112
3,43109,13
46,43074,109
86,43031,120
94,43053,61
6,43022,37
100,43143,89
22,43039,72
79,43120,13
86,43117,87
59,43067,116
26,43125,79
80,43065,61
88,43021,83
68,43055,39
44,43011,170
74,43041,168
40,43149,21
55,43093,72
67,43018,63
48,43056,82
56,43060,54
59,43119,69
10,43049,106
58,43011,87
13,42993,99
45,43052,84
26,43107,83
63,43105,72
30,43026,78
78,43018,96
56,43096,38
1,43044,105
9,43003,92
20,43046,113
70,43006,98
73,43094,43
31,43028,77
21,43075,82
47,43098,31
80,43104,64
95,43079,90
90,43023,76
16,43071,59
53,43037,108
91,43091,77
57,43111,121
48,43024,99
48,43032,79
82,43106,125
51,43003,136
55,43043,49
36,43078,103
7,43051,94
53,43002,98
39,43052,77
25,43077,32
65,43066,48
15,43075,84
82,43087,116
58,43096,45
24,43130,101
42,43018,62
78,43117,56
50,43060,91
3,43033,43
46,43042,89
97,43017,71
53,43001,129
68,43124,27
77,43075,44
65,42993,70
54,43034,162
67,43050,47
45,42998,157
68,43088,27
73,43030,81
82,43080,137
16,43000,93
84,43120,69
47,43094,35
78,43073,71
40,43103,47
61,43111,88
53,43031,69
68,43030,69
47,43074,34
86,43120,53
6,43083,25
71,43108,32
37,42998,72
38,43114,32
96,43030,89
76,43044,50
9,43077,110
14,43078,69
40,43065,74
87,43059,85
11,43094,52
98,43118,47
25,43033,53
74,43048,126
84,43050,168
16,42995,106
3,43039,34
82,43089,133
29,43091,53
43,43100,64
44,43010,125
24,43107,78
23,43104,47
80,43120,46
86,43102,84
50,43063,127
39,43137,27
71,43114,18
96,43095,76
63,43059,87
96,43071,79
3,43078,37
31,43127,46
47,43112,16
13,42990,122
8,43114,85
74,43122,115
23,43132,52
33,43110,82
86,43126,64
58,43089,39
99,43120,81
97,43070,49
72,43002,68
47,43101,29
41,43055,71
39,43082,62
75,43003,140
64,43042,40
66,43096,50
33,43141,47
52,43104,110
65,43018,61
98,43075,60
84,43029,170
34,43077,123
18,43081,73
41,43062,57
64,43012,74
2,43015,73
10,43118,66
57,43046,125
86,43108,74
63,43095,58
77,43004,65
90,43005,139
42,43098,33
84,43118,76
51,43095,83
21,43099,81
55,43128,26
46,43084,58
29,43059,58
94,43075,54
12,43115,64
60,43107,56
8,43093,123
48,43023,94
69,43076,84
13,43091,87
96,42994,104
87,43120,67
44,42999,99
20,43078,89
49,43060,84
84,43059,92
18,43068,70
30,43096,33
13,43026,87
67,43110,26
97,43001,95
18,43066,94
93,43045,147
22,43141,62
66,43035,85
29,43052,76
39,43027,94
49,43113,47
90,43072,72
45,43075,70
91,43099,83
38,43106,31
39,43129,34
70,42993,78
5,43025,77
81,43043,85
48,43104,39
25,43076,30
17,43046,80
76,43103,20
71,43051,38
61,43073,78
10,43117,45
37,43001,80
24,43140,66
89,43091,112
75,43069,81
31,43047,54
16,43094,67
65,43056,37
67,43121,19
61,43042,118
16,43043,73
99,43054,113
27,43100,21
53,43047,98
70,43081,91
34,43097,93
11,43083,52
63,43116,40
99,43079,82
100,43059,87
79,43016,62
32,43069,33
98,43091,45
70,43092,71
33,43063,89
92,43157,31
3,43040,41
41,43083,85
27,43025,58
14,43116,55
79,43014,49
30,43049,44
43,43023,90
62,43036,92
100,43036,114
79,43053,54
3,43127,6
7,43072,151
24,43075,78
71,43021,43
41,43054,89
2,43088,39
19,43034,92
59,43037,143
45,43014,87
65,43005,80
62,43061,79
65,43004,59
52,43071,123
18,43082,122
12,43119,66
74,43149,124
62,43131,67
70,42987,95
9,43096,77
13,43010,132
16,43036,60
27,43120,10
59,43101,85
16,43046,97
63,43060,78
100,43077,82
10,43073,93
62,43075,109
55,43065,66
59,43129,88
43,43026,109
64,43070,23
95,43064,136
12,43105,52
32,43013,40
92,43146,30
71,43049,36
56,43091,74
52,43080,135
42,43014,66
93,43087,92
75,43053,100
52,43065,203
82,43055,94
89,43122,92
22,43119,71
82,43026,169
72,43092,35
22,43089,69
59,43118,79
20,43097,91
64,43079,32
61,43093,110
59,43099,119
98,43030,80
42,43015,82
33,43094,76
95,43047,83
79,43094,38
76,43121,19
11,43056,67
74,43116,111
100,43145,84
6,43118,11
11,43053,52
99,43036,79
60,43113,39
40,43107,32
67,43106,19
99,43093,87
31,43105,57
69,43029,117
74,43133,121
53,43110,54
45,43112,88
63,43076,50
58,43013,91
87,43104,68
82,43082,106
18,43032,109
100,43148,77
39,43080,58
77,43095,40
65,43084,31
98,43036,62
69,43054,133
39,43065,73
81,43070,58
54,43118,64
27,43029,60
79,43057,48
70,43013,134
15,43069,83
1,43027,108
61,43076,87
42,43010,44
69,42999,96
94,43010,85
56,43119,40
9,43045,100
96,43059,86
36,43114,58
35,43131,52
54,43079,93
64,43122,19
11,43033,93
61,43074,83
1,43092,88
38,43109,42
82,43054,147
78,43053,76
52,43110,89
14,43074,89
57,43017,174
92,43088,59
19,43037,86
46,43070,100
25,43062,50
75,43011,136
24,43139,95
68,43078,35
84,43068,136
22,43078,99
26,43049,81
53,43017,74
25,43123,23
69,43086,93
34,43128,69
76,43074,22
1,43030,123
3,43022,57
53,42999,107
96,43002,119
69,43007,114
17,43002,109
14,43112,45
48,43043,56
71,43061,37
85,43107,51
68,43027,54
95,43056,115
92,43082,50
96,43061,59
82,43093,126
15,43116,64
36,43092,104
68,43049,52
40,43055,64
22,43071,68
55,43082,48
71,43113,26
54,43104,96
87,43086,82
38,43090,41
99,43098,98
24,43031,115
68,43074,38
85,43137,47
78,43089,42
54,43116,62
42,43045,65
2,43107,36
79,43029,48
42,43020,79
39,43114,33
68,43073,33
96,43036,81
20,43092,117
74,43121,137
33,43084,93
32,43031,37
83,43045,100
68,43105,20
84,43073,85
26,43136,58
47,43138,16
97,42997,117
49,43086,45
32,43036,38
78,43062,49
90,43036,76
82,43014,132
49,43090,65
88,43092,89
82,43047,96
52,43133,104
17,43043,113
87,43106,71
99,43063,99
60,43122,41
89,43032,131
69,43000,101
31,43019,97
43,43097,46
2,43131,24
42,43033,65
66,43052,93
67,43102,21
33,43074,62
80,43106,41
2,43037,75
53,43019,101
92,43072,76
83,43062,92
35,43069,79
40,43082,65
3,43104,16
79,43122,19
93,43095,97
12,43056,58
24,43057,104
7,43049,148
32,43012,61
55,43137,33
42,43104,40
85,43084,107
23,43151,35
21,43049,111
34,43037,116
72,43016,51
51,43021,116
78,43102,57
49,43130,61
48,43047,62
12,43026,77
71,43058,56
95,43036,108
38,43060,59
44,43068,89
94,43003,65
88,43080,59
40,43104,41
28,43077,45
8,43074,78
61,43151,42
45,43041,72
64,43113,22
58,43029,90
44,43057,108
9,43006,106
42,43102,40
62,43105,86
46,43081,72
37,43029,73
24,43137,50
42,43031,69
33,43098,82
7,43079,77
80,43116,33
95,43057,134
54,43009,174
69,43014,110
87,43136,48
72,43099,36
88,42999,95
28,43108,32
73,42991,91
8,43102,117
92,43073,49
54,43011,161
26,43097,50
97,43048,51
1,43005,163
50,43035,121
95,43130,82
86,43103,86
87,43116,42
29,43050,52
30,43046,45
21,43080,103
11,43032,64
95,43013,155
66,43021,102
2,43095,59
95,43035,91
59,43066,96
37,43078,56
39,43121,38
74,43092,112
33,43132,44
7,43117,65
90,43040,118
7,43106,96
84,43046,149
93,43100,159
65,43054,57
18,43047,114
93,43069,86
29,43044,61
45,43025,82
6,43084,28
30,43057,47
58,43085,65
24,43111,107
51,43028,162
50,43079,88
62,43126,79
67,43060,26
73,43061,39
87,43048,107
25,43112,21
74,43076,145
37,43106,40
60,43102,64
49,43106,47
67,43096,27
52,43148,131
82,43077,153
65,43017,46
46,43015,98
99,43041,97
84,43063,143
83,43029,93
92,43091,54
27,43091,29
2,43130,40
77,43079,32
11,43028,84
74,43084,120
14,43066,51
15,43118,86
96,43049,79
67,43048,42
8,43091,72
80,43069,48
53,43060,85
79,43068,31
30,43042,38
32,42987,66
18,43072,64
5,43106,82
16,43022,113
26,43065,109
8,43033,145
31,43027,72
53,43036,105
18,43099,89
69,43060,93
96,43003,88
78,43095,52
86,43051,87
50,43082,59
36,43084,105
60,43023,93
70,43061,78
10,43068,101
93,43046,116
91,43098,119
68,43103,31
30,43047,68
4,43127,90
70,43020,73
27,43068,26
54,43050,86
39,43040,68
60,43116,31
62,43148,55
73,42997,90
97,43104,54
37,43084,51
35,43115,41
79,43066,45
66,43065,68
30,43101,38
61,43108,76
74,43127,107
85,43072,106
9,43056,68
49,43067,62
44,43106,76
50,43004,145
2,43090,43
95,43027,116
18,43041,109
89,43087,69
15,43104,86
96,43010,68
19,43051,95
93,43040,94
67,43035,61
63,43125,38
44,43049,102
66,43079,75
75,42998,121
84,43066,122
52,43032,114
17,43063,111
2,43061,46
86,43058,134
38,43012,82
87,43096,58
66,43038,81
81,43035,53
30,43113,31
60,43041,51
92,43126,32
13,43050,130
83,43074,78
8,43024,142
77,43082,56
61,43155,62
44,43115,82
62,43136,79
74,43123,113
52,43064,109
97,43077,48
9,43025,98
8,43106,77
72,43024,46
26,43062,101
21,43088,91
67,43044,58
78,43093,62
5,43034,74
45,43106,108
67,43065,52
81,42996,85
8,43104,107
32,43101,17
37,43039,39
46,43052,65
22,43132,73
26,43085,91
62,43051,124
35,43094,56
28,43118,34
19,43079,50
94,42996,69
91,43110,101
21,43024,129
23,43116,43
71,43098,39
71,43025,40
60,43065,68
4,43098,155
23,43142,57
48,43099,69
70,42984,158
56,43012,53
1,43102,119
82,43120,79
16,43033,81
12,43059,55
36,43118,71
30,43137,23
100,43146,47
100,43049,113
33,43133,52
9,43019,118
4,43116,113
37,43098,32
80,43080,65
82,43027,138
91,43009,124
53,43054,75
19,43106,39
61,43094,66
11,43123,47
4,43118,87
80,43101,45
37,43112,23
95,43025,116
71,43016,74
27,43075,31
49,43083,64
55,43072,41
55,43040,91
33,43075,59
75,43038,122
82,43061,108
83,42991,86
72,43085,38
61,43052,77
62,43102,105
20,43118,89
17,43034,89
53,43067,69
68,43077,34
15,43054,133
70,42991,87
73,43076,34
11,43108,33
8,43036,96
98,43066,62
70,43074,67
79,43010,56
30,43086,26
100,43090,107
85,43115,77
27,43061,26
90,43092,55
7,43023,125
46,43001,144
96,43016,113
10,43103,90
23,43100,96
4,43066,89
39,43125,37
55,43019,86
26,43133,65
87,43102,67
94,43074,64
95,43087,105
92,43106,31
45,43003,109
59,43125,90
30,43076,33
70,43004,108
98,43121,29
89,43004,167
60,43029,70
9,43109,72
54,43094,99
89,43014,155
46,43006,77
39,43068,66
90,43081,64
86,43041,89
98,43119,32
64,43075,35
62,43095,123
94,43087,77
77,43009,56
98,43104,55
72,43067,48
51,43069,130
63,43023,88
82,43033,170
9,43057,77
71,43111,24
18,43031,107
18,43059,123
29,43072,54
1,43073,102
47,43105,19
67,43025,62
74,43117,105
11,43039,54
91,43034,128
17,43082,70
91,43093,123
15,43148,66
70,43091,74
51,43086,92
47,43117,28
37,43028,52
40,43074,63
3,43060,36
100,43099,114
38,43120,29
14,43102,67
51,43015,146
43,43103,78
2,43076,35
34,43047,100
5,42999,125
77,42992,102
11,43082,71
31,43087,46
48,43109,59
94,43013,81
22,43068,82
18,43108,100
84,43085,131
91,43006,90
88,43026,85
21,43072,72
12,43093,96
67,43135,10
55,43021,63
56,43124,31
17,43066,101
46,43038,67
60,43115,48
7,43125,111
20,43071,84
86,43081,96
69,43091,78
70,43012,133
38,43085,59
96,43023,74
79,43070,41
53,43021,83
41,43103,55
6,43026,52
37,43021,72
2,43043,56
41,43113,70
12,43095,73
70,43000,116
57,43101,159
26,43140,44
53,43024,85
22,43044,112
32,43054,30
44,43110,127
20,43039,103
91,43079,96
92,43094,63
70,43032,110
100,43121,98
99,43082,82
77,43085,54
69,43082,98
93,43008,164
97,43028,85
25,43085,23
4,43084,90
88,43104,66
66,43005,109
1,43042,118
100,43134,90
8,43071,70
21,43060,64
20,43095,71
42,43046,46
36,43073,119
29,43066,39
55,43135,38
94,42992,75
21,43015,105
30,43060,40
4,43063,170
71,43081,30
84,43022,159
19,43101,84
97,43050,66
25,43017,58
7,43122,125
78,43101,61
4,43128,121
82,43020,175
69,43022,82
98,43131,40
25,43032,37
44,43058,92
92,43123,50
31,43008,81
100,43051,138
94,43029,96
7,43063,175
2,43041,53
4,43113,71
39,43110,43
76,43091,36
93,43019,145
1,43083,111
37,43046,56
94,43040,90
66,43025,114
66,43042,104
19,43020,63
4,43051,130
54,43005,156
46,42999,101
19,43018,60
75,43103,60
37,43054,67
5,42998,149
1,43008,154
83,43089,55
87,43055,89
23,43138,53
21,43101,87
36,43087,93
35,43065,87
38,43095,46
81,43105,36
52,43050,181
15,43098,120
12,43104,55
94,42989,130
20,43023,127
87,43124,56
7,43020,166
33,43104,64
14,43027,59
35,43042,77
31,43068,61
63,43019,72
21,43017,132
14,43072,64
13,43040,83
4,43035,167
72,43057,58
4,43121,106
28,43018,85
24,43097,111
44,43006,130
13,43029,73
95,43031,78
33,43145,48
72,43081,43
59,43072,90
86,43053,138
90,43107,57
37,43023,82
48,43097,76
3,43121,15
77,43092,64
73,43028,89
65,43021,43
41,43138,53
37,43059,61
1,43028,139
55,43122,54
14,43052,87
11,43052,59
48,43007,78
63,43074,77
30,43079,35
91,43035,109
84,43034,96
96,43086,62
11,43043,76
40,43089,52
14,43022,111
87,43065,83
36,43134,61
41,43089,54
59,43015,83
47,43043,37
9,43017,104
79,43035,53
95,43106,111
27,43013,42
22,43101,57
19,43109,72
100,43041,98
35,43081,63
40,43059,76
53,43028,61
37,43092,31
39,43095,78
25,43048,38
62,43119,60
70,43036,117
8,43124,70
6,43058,39
49,43082,79
55,43105,47
19,43029,71
60,43093,66
69,43069,66
16,43099,81
23,43086,55
55,43066,51
90,43015,89
74,43141,108
20,43119,55
52,43084,137
26,43117,68
32,43074,30
3,43111,20
36,43123,91
28,43024,62
6,43013,62
48,43055,62
88,43003,95
32,43033,33
73,43086,36
25,43029,40
12,43082,84
3,43015,37
59,43098,103
77,42999,96
11,43112,42
46,43068,72
43,43001,118
82,43123,105
5,43003,128
91,43117,107
94,42984,79
55,43045,69
54,43114,78
36,43119,85
62,43104,121
89,43110,84
57,43049,141
41,43081,46
24,43106,89
51,43039,82
89,43119,94
24,43082,77
13,43086,66
27,43122,14
97,43064,76
66,43100,92
45,43108,71
98,43089,52
57,43060,139
37,43100,42
64,43013,41
90,43073,65
57,43113,141
51,42998,165
95,43060,119
82,43037,93
48,43075,65
13,43005,124
67,43016,55
93,43059,103
50,43084,57
7,43033,125
1,43057,124
79,43008,62
54,43072,90
28,43064,53
15,43138,82
65,43051,41
96,43080,69
91,43004,117
85,43151,67
65,43068,39
12,43046,67
94,43092,60
51,43006,116
56,43058,60
67,43105,17
88,43103,75
91,43053,72
41,43088,73
77,43060,68
16,43087,51
13,43077,70
83,43087,76
40,43154,31
81,43087,44
35,43073,88
5,43007,84
90,43067,70
1,43061,83
50,43077,102
45,43074,68
7,43032,142
38,43107,40
26,43081,96
41,43076,69
25,43100,36
2,43063,68
44,43009,154
40,43125,43
17,43042,77
63,43117,60
56,43108,36
17,43109,71
78,43067,67
65,43038,62
60,43067,64
59,43050,118
93,43007,94
34,43063,151
77,42995,79
10,43079,54
91,43114,90
81,43101,40
22,43080,97
97,43109,63
58,43049,61
39,43081,77
66,43036,86
43,43096,46
100,43063,98
9,43015,137
49,43099,67
4,43042,147
43,43021,77
75,43037,82
36,43155,48
100,43104,100
23,43095,83
85,43112,82
55,43067,54
64,43060,29
50,43086,87
4,43115,86
77,43093,40
50,43069,76
61,43095,81
65,42992,87
54,43102,82
40,43095,51
10,43100,59
30,43117,25
13,43043,86
43,43028,80
3,43051,47
51,43019,161
40,43094,71
76,43022,61
65,43082,29
83,42989,136
73,43097,39
99,43066,94
99,43038,101
66,43018,90
91,43108,105
92,43048,48
81,43041,69
71,42999,69
91,43121,103
3,43126,12
79,43091,40
43,43005,116
